AAPL,AIG,AML.L,AMZN,BHC,BP,BRK-B,HSBA.L,HDLV.L,IAG.L,NKE,MCD,KO,DIS,WMT,V,IUKP.L,EXS1.DE,VUSA.L,VWRL.L,VUKG.L,IITU.L,CNDX.L,BARC.L,RDSA.L,TSCO.L,EXW1.DE,NKLA,TSLA,VOD.L,AZN.L,GSK.L,IBM,PH,VZ,FDX,UBER,PTON,NIO,NFLX,BYND,GOOG,GOOGL,TWTR,BABA,WORK,NVDA,SNAP,PMO,SPCE,MKS.L,BCS,JD,ET,GOLD,SCHW,BSX,EXC,KGC,EPD,MGM,RKT,RF,AMAT,SYF,HPQ,FOXA,CS,BEN,HTZ,ACB,UXIN,TLRY,AMC,SOL,GPRO,TWO,MSFT,FB,TCEHY,TCTZF,TSM,JNJ,PG,NSRGY,NSRGF,MA,HD,UNH,JPM-ph,JPM,RHHBY,IDCBY,LVMUY,CICHF,CICHY,ADBE,PYPL,CRM,INTC,PNGAY,LFC,BML-pl,BAC-pm,BAC,BML-pg,BML-ph,BML-pj,IDCBF,PFE,CMCSA,MRK,MPNGF,NVSEF,NVS,PEP,LRLCY,ABT,T,TBC,TMO,TM,SAP,SAPGF,ORCL,COST,ACGBY,CSCO,NVO,UL,UN,ASML,PROSY,AVGO,UPS,CIHKY,ABBV,NEE,ACN,MDT,DHR,QCOM,XOM,UNP,TMUS,TXN,CVX,LLY,AZNCF,AZN,BMY,AMGN,LOW,CHL
121.0999984741211,29.81999969482422,50.20000076293945,3443.6298828125,16.829999923706055,16.354259490966797,212.30999755859375,305.20001220703125,26.020000457763672,97.62000274658203,129.1999969482422,227.35000610351562,50.220001220703125,128.9600067138672,146.22999572753906,204.32000732421875,495.32501220703125,111.12000274658203,50.54750061035156,73.91999816894531,26.147499084472656,15.550000190734863,657.4749755859375,102.0999984741211,982.5,219.18698120117188,32.82500076293945,24.229999542236328,446.6499938964844,112.0,8456.0,1439.4000244140625,125.0999984741211,214.6497802734375,59.36000061035156,272.739990234375,35.560001373291016,130.97000122070312,21.6200008392334,554.0900268554688,187.6199951171875,1571.6800537109375,1567.0699462890625,47.0,308.7799987792969,32.41999816894531,569.9299926757812,27.0,13.047039985656738,21.809999465942383,94.81999969482422,5.25,82.61000061035156,5.95526647567749,27.959999084472656,37.61000061035156,40.91999816894531,40.97999954223633,9.079999923706055,16.59263801574707,20.969999313354492,23.579999923706055,12.489999771118164,64.69000244140625,28.293386459350586,19.68000030517578,27.229999542236328,10.449999809265137,23.15999984741211,1.0499999523162842,4.78000020980835,1.0199999809265137,5.929999828338623,3.5399999618530273,3.809999942779541,6.909999847412109,5.320000171661377,222.86000061035156,276.1400146484375,74.04000091552734,73.80000305175781,89.63999938964844,148.36000061035156,143.4136962890625,119.94999694824219,120.05000305175781,345.8399963378906,290.3599853515625,331.4200134277344,25.294424057006836,100.77999877929688,43.689998626708984,10.880000114440918,97.94999694824219,0.6399999856948853,13.65999984741211,514.3099975585938,207.74000549316406,266.8299865722656,53.83000183105469,21.329999923706055,11.779999732971191,24.780607223510742,27.670000076293945,24.950000762939453,21.709999084472656,21.420000076293945,24.959999084472656,0.5299999713897705,36.52437973022461,45.88999938964844,80.70999908447266,35.869998931884766,88.43000030517578,87.43000030517578,143.5399932861328,67.2300033569336,108.01000213623047,27.75,27.536479949951172,467.5299987792969,132.64999389648438,156.60000610351562,155.6999969482422,60.970001220703125,379.9498291015625,8.130000114440918,39.810001373291016,73.18000030517578,62.664859771728516,61.56007766723633,403.5684509277344,19.603595733642578,381.489990234375,175.3300018310547,24.84000015258789,86.6500015258789,75.36750030517578,229.3800048828125,106.94000244140625,225.6199951171875,127.45999908447266,34.220001220703125,203.0,121.56999969482422,153.38804626464844,73.4000015258789,150.0800018310547,110.44999694824219,54.47999954223633,61.130001068115234,239.33999633789062,174.7293243408203,32.709999084472656
121.19000244140625,29.649999618530273,49.97999954223633,3363.7099609375,16.760000228881836,16.26601791381836,210.91000366210938,296.6000061035156,26.170000076293945,98.26000213623047,127.66000366210938,227.6199951171875,50.119998931884766,126.58999633789062,143.94000244140625,202.1999969482422,494.29998779296875,111.12000274658203,50.54750061035156,73.91999816894531,26.0575008392334,15.359999656677246,657.4749755859375,101.54000091552734,989.9000244140625,218.29998779296875,32.82500076293945,24.110000610351562,461.29998779296875,109.76000213623047,8190.0,1425.5999755859375,125.94000244140625,215.14776611328125,58.43000030517578,276.239990234375,35.11000061035156,131.44000244140625,26.5,541.4500122070312,188.72999572753906,1568.0799560546875,1563.43994140625,45.97999954223633,301.0400085449219,32.72999954223633,563.8099975585938,27.31999969482422,13.047039985656738,21.329999923706055,94.19999694824219,5.230000019073486,81.0999984741211,6.110705375671387,28.309999465942383,37.119998931884766,40.619998931884766,41.029998779296875,9.350000381469727,16.660799026489258,21.09000015258789,22.760000228881836,12.25,63.97999954223633,28.42226219177246,19.5,26.93000030517578,10.350000381469727,23.40999984741211,1.0499999523162842,4.539999961853027,1.0,5.980000019073486,2.9600000381469727,3.6600000858306885,6.925000190734863,5.28000020980835,220.86000061035156,271.82000732421875,73.0,73.12000274658203,88.5999984741211,148.10000610351562,143.24462890625,118.45999908447266,118.0,342.70001220703125,287.0899963378906,321.8500061035156,25.314125061035156,100.22000122070312,43.41999816894531,10.880000114440918,96.0,0.6499999761581421,13.600000381469727,506.30999755859375,203.60000610351562,261.8299865722656,53.54999923706055,21.270000457763672,11.569999694824219,24.582677841186523,27.610000610351562,23.6200008392334,21.770000457763672,21.360000610351562,24.897899627685547,0.5299999713897705,36.48478698730469,45.279998779296875,80.51000213623047,35.95000076293945,88.43000030517578,87.43000030517578,142.52000427246094,67.93000030517578,107.75,27.489999771118164,27.418001174926758,467.010009765625,131.52999877929688,157.44000244140625,156.25,60.959999084472656,377.61431884765625,8.199999809265137,39.88999938964844,71.7300033569336,62.91278076171875,61.7187385559082,396.47625732421875,19.603595733642578,380.29998779296875,174.3800048828125,24.350000381469727,86.06999969482422,75.16000366210938,229.42999267578125,107.55999755859375,226.5500030517578,129.8800048828125,34.150001525878906,204.80999755859375,116.66999816894531,151.68031311035156,72.94999694824219,148.4600067138672,106.0,53.189998626708984,61.0,237.64999389648438,173.0152130126953,32.81999969482422
120.70999908447266,29.959999084472656,48.81999969482422,3338.64990234375,17.360000610351562,16.118946075439453,211.64999389648438,299.25,25.9950008392334,95.76000213623047,129.0,229.63999938964844,49.9900016784668,127.36000061035156,144.52999877929688,199.5500030517578,492.3500061035156,111.12000274658203,50.54750061035156,73.91999816894531,25.577499389648438,15.114999771118164,657.4749755859375,100.12000274658203,954.4000244140625,214.89999389648438,32.82500076293945,23.299999237060547,448.8800048828125,108.9000015258789,8120.0,1376.199951171875,124.88999938964844,221.7609405517578,58.15999984741211,282.1099853515625,34.2599983215332,136.42999267578125,28.06999969482422,541.9400024414062,184.85000610351562,1559.1300048828125,1555.469970703125,46.029998779296875,299.4599914550781,32.56999969482422,558.7999877929688,28.059999465942383,13.0072021484375,21.639999389648438,92.0,5.190000057220459,80.25,6.110705375671387,27.75,39.029998779296875,39.0,41.400001525878906,9.199999809265137,17.03082275390625,21.15999984741211,22.350000381469727,12.539999961853027,63.5099983215332,28.848546981811523,19.559999465942383,26.93000030517578,10.229999542236328,23.6200008392334,1.0299999713897705,4.289999961853027,1.0,5.570000171661377,2.7799999713897705,4.179999828338623,7.019999980926514,5.309999942779541,219.66000366210938,266.7200012207031,71.94999694824219,72.1500015258789,88.1500015258789,147.19000244140625,143.03579711914062,117.55999755859375,117.5,338.57000732421875,287.5400085449219,324.57000732421875,25.33382225036621,101.72000122070312,42.150001525878906,10.880000114440918,100.05000305175781,0.6499999761581421,13.460000038146973,501.1499938964844,203.13999938964844,257.7200012207031,53.849998474121094,21.459999084472656,11.609999656677246,24.473817825317383,27.6299991607666,24.149999618530273,21.6481990814209,21.360000610351562,24.969999313354492,0.5299999713897705,36.177940368652344,45.11000061035156,79.05999755859375,34.470001220703125,88.43000030517578,85.38999938964844,141.42999267578125,67.05999755859375,107.31999969482422,27.450000762939453,27.43000030517578,464.55999755859375,131.1699981689453,153.8000030517578,151.6999969482422,60.52000045776367,375.8576965332031,8.329999923706055,39.970001220703125,70.56999969482422,61.782257080078125,60.65769577026367,385.0610046386719,19.323974609375,379.92999267578125,174.0399932861328,24.920000076293945,85.2300033569336,74.61499786376953,228.77000427246094,107.5199966430664,225.4199981689453,128.5800018310547,34.45000076293945,208.80999755859375,115.30000305175781,151.46188354492188,73.51000213623047,146.77999877929688,104.9000015258789,52.54999923706055,60.41999816894531,235.00999450683594,175.5465087890625,32.33000183105469
119.0199966430664,30.290000915527344,49.41999816894531,3272.7099609375,17.110000610351562,15.932657241821289,211.91000366210938,306.3500061035156,26.329999923706055,95.77999877929688,128.0,229.3699951171875,50.029998779296875,126.80999755859375,144.7100067138672,200.25999450683594,4.80709981918335,110.16000366210938,51.375,74.52999877929688,26.0049991607666,1178.5,671.0250244140625,101.80000305175781,973.7999877929688,214.3000030517578,32.6349983215332,19.545000076293945,439.6700134277344,109.36000061035156,8217.0,1410.0,125.93000030517578,221.96014404296875,58.04999923706055,283.8699951171875,33.720001220703125,131.3300018310547,28.479999542236328,530.7899780273438,183.5800018310547,1573.010009765625,1567.699951171875,45.810001373291016,307.30999755859375,32.25,552.4600219726562,27.829999923706055,12.957404136657715,22.440000534057617,91.16000366210938,5.260000228881836,81.5199966430664,5.84840202331543,27.56999969482422,39.290000915527344,38.439998626708984,42.09000015258789,9.109999656677246,16.7581729888916,21.239999771118164,21.90999984741211,12.470000267028809,63.0,29.126127243041992,19.600000381469727,26.860000610351562,10.220000267028809,23.489999771118164,2.5,4.019999980926514,1.0,5.559999942779541,3.0399999618530273,3.819999933242798,6.804999828338623,5.21999979019165,219.66000366210938,265.92999267578125,72.72000122070312,73.0199966430664,86.69999694824219,148.10000610351562,143.5926971435547,117.66000366210938,117.9000015258789,339.3999938964844,287.6600036621094,329.8999938964844,25.412620544433594,101.51000213623047,42.5,11.34000015258789,101.87999725341797,0.699999988079071,14.279999732971191,502.82000732421875,204.4499969482422,258.54998779296875,54.15999984741211,21.65999984741211,11.989999771118164,24.552988052368164,27.3700008392334,24.239999771118164,21.729999542236328,21.239999771118164,24.850000381469727,0.550000011920929,37.563690185546875,45.560001373291016,79.83000183105469,34.58000183105469,85.5999984741211,86.19000244140625,141.72999572753906,68.30999755859375,109.66999816894531,27.329999923706055,27.389999389648438,468.5899963378906,130.63999938964844,155.1199951171875,157.50999450683594,60.290000915527344,380.8081970214844,8.640000343322754,40.15999984741211,71.0199966430664,62.23843002319336,61.09401321411133,385.38970947265625,19.65353012084961,378.6499938964844,174.44000244140625,26.3700008392334,86.2699966430664,76.4000015258789,230.0500030517578,110.12999725341797,227.4499969482422,129.02999877929688,34.099998474121094,209.85000610351562,114.95999908447266,152.02780151367188,72.88999938964844,146.1199951171875,107.05999755859375,53.029998779296875,61.2400016784668,235.72000122070312,177.0911865234375,32.290000915527344
119.0199966430664,30.290000915527344,49.41999816894531,3272.7099609375,17.110000610351562,15.932657241821289,211.91000366210938,306.3500061035156,26.329999923706055,95.77999877929688,128.0,229.3699951171875,50.029998779296875,126.80999755859375,144.7100067138672,200.25999450683594,4.80709981918335,110.16000366210938,51.375,74.52999877929688,26.0049991607666,1178.5,671.0250244140625,101.80000305175781,973.7999877929688,214.3000030517578,32.6349983215332,19.545000076293945,439.6700134277344,109.36000061035156,8217.0,1410.0,125.93000030517578,221.96014404296875,58.04999923706055,283.8699951171875,33.720001220703125,131.3300018310547,28.479999542236328,530.7899780273438,183.5800018310547,1573.010009765625,1567.699951171875,45.810001373291016,307.30999755859375,32.25,552.4600219726562,27.829999923706055,12.957404136657715,22.440000534057617,91.16000366210938,5.260000228881836,81.5199966430664,5.84840202331543,27.56999969482422,39.290000915527344,38.439998626708984,42.09000015258789,9.109999656677246,16.7581729888916,21.239999771118164,21.90999984741211,12.470000267028809,63.0,29.126127243041992,19.600000381469727,26.860000610351562,10.220000267028809,23.489999771118164,2.5,4.019999980926514,1.0,5.559999942779541,3.0399999618530273,3.819999933242798,6.804999828338623,5.21999979019165,219.66000366210938,265.92999267578125,72.72000122070312,73.0199966430664,86.69999694824219,148.10000610351562,143.5926971435547,117.66000366210938,117.9000015258789,339.3999938964844,287.6600036621094,329.8999938964844,25.412620544433594,101.51000213623047,42.5,11.34000015258789,101.87999725341797,0.699999988079071,14.279999732971191,502.82000732421875,204.4499969482422,258.54998779296875,54.15999984741211,21.65999984741211,11.989999771118164,24.552988052368164,27.3700008392334,24.239999771118164,21.729999542236328,21.239999771118164,24.850000381469727,0.550000011920929,37.563690185546875,45.560001373291016,79.83000183105469,34.58000183105469,85.5999984741211,86.19000244140625,141.72999572753906,68.30999755859375,109.66999816894531,27.329999923706055,27.389999389648438,468.5899963378906,130.63999938964844,155.1199951171875,157.50999450683594,60.290000915527344,380.8081970214844,8.640000343322754,40.15999984741211,71.0199966430664,62.23843002319336,61.09401321411133,385.38970947265625,19.65353012084961,378.6499938964844,174.44000244140625,26.3700008392334,86.2699966430664,76.4000015258789,230.0500030517578,110.12999725341797,227.4499969482422,129.02999877929688,34.099998474121094,209.85000610351562,114.95999908447266,152.02780151367188,72.88999938964844,146.1199951171875,107.05999755859375,53.029998779296875,61.2400016784668,235.72000122070312,177.0911865234375,32.290000915527344
119.0199966430664,30.290000915527344,49.41999816894531,3272.7099609375,17.110000610351562,15.932657241821289,211.91000366210938,306.3500061035156,26.329999923706055,95.77999877929688,128.0,229.3699951171875,50.029998779296875,126.80999755859375,144.7100067138672,200.25999450683594,4.80709981918335,110.16000366210938,51.375,74.52999877929688,26.0049991607666,1178.5,671.0250244140625,101.80000305175781,973.7999877929688,214.3000030517578,32.6349983215332,19.545000076293945,439.6700134277344,109.36000061035156,8217.0,1410.0,125.93000030517578,221.96014404296875,58.04999923706055,283.8699951171875,33.720001220703125,131.3300018310547,28.479999542236328,530.7899780273438,183.5800018310547,1573.010009765625,1567.699951171875,45.810001373291016,307.30999755859375,32.25,552.4600219726562,27.829999923706055,12.957404136657715,22.440000534057617,91.16000366210938,5.260000228881836,81.5199966430664,5.84840202331543,27.56999969482422,39.290000915527344,38.439998626708984,42.09000015258789,9.109999656677246,16.7581729888916,21.239999771118164,21.90999984741211,12.470000267028809,63.0,29.126127243041992,19.600000381469727,26.860000610351562,10.220000267028809,23.489999771118164,2.5,4.019999980926514,1.0,5.559999942779541,3.0399999618530273,3.819999933242798,6.804999828338623,5.21999979019165,219.66000366210938,265.92999267578125,72.72000122070312,73.0199966430664,86.69999694824219,148.10000610351562,143.5926971435547,117.66000366210938,117.9000015258789,339.3999938964844,287.6600036621094,329.8999938964844,25.412620544433594,101.51000213623047,42.5,11.34000015258789,101.87999725341797,0.699999988079071,14.279999732971191,502.82000732421875,204.4499969482422,258.54998779296875,54.15999984741211,21.65999984741211,11.989999771118164,24.552988052368164,27.3700008392334,24.239999771118164,21.729999542236328,21.239999771118164,24.850000381469727,0.550000011920929,37.563690185546875,45.560001373291016,79.83000183105469,34.58000183105469,85.5999984741211,86.19000244140625,141.72999572753906,68.30999755859375,109.66999816894531,27.329999923706055,27.389999389648438,468.5899963378906,130.63999938964844,155.1199951171875,157.50999450683594,60.290000915527344,380.8081970214844,8.640000343322754,40.15999984741211,71.0199966430664,62.23843002319336,61.09401321411133,385.38970947265625,19.65353012084961,378.6499938964844,174.44000244140625,26.3700008392334,86.2699966430664,76.4000015258789,230.0500030517578,110.12999725341797,227.4499969482422,129.02999877929688,34.099998474121094,209.85000610351562,114.95999908447266,152.02780151367188,72.88999938964844,146.1199951171875,107.05999755859375,53.029998779296875,61.2400016784668,235.72000122070312,177.0911865234375,32.290000915527344
115.9800033569336,30.09000015258789,50.20000076293945,3207.2099609375,17.209999084472656,15.716954231262207,208.99000549316406,309.25,26.104999542236328,100.0,127.43000030517578,226.0,49.619998931884766,124.2300033569336,142.9499969482422,196.97000122070312,487.54998779296875,110.16000366210938,51.375,74.52999877929688,25.860000610351562,15.154999732971191,671.0250244140625,103.36000061035156,970.2000122070312,211.6999969482422,32.6349983215332,20.459999084472656,430.8299865722656,109.16000366210938,8109.0,1396.5999755859375,125.5199966430664,220.67535400390625,57.29999923706055,281.9700012207031,34.220001220703125,133.00999450683594,27.6299991607666,530.719970703125,184.13999938964844,1534.6099853515625,1529.949951171875,45.81999969482422,305.2900085449219,32.25,539.9099731445312,28.65999984741211,13.01716136932373,22.81999969482422,92.55999755859375,5.289999961853027,80.61000061035156,5.712392807006836,27.020000457763672,38.88999938964844,37.77000045776367,41.86000061035156,8.890000343322754,16.6705379486084,20.799999237060547,20.739999771118164,12.34000015258789,62.04999923706055,28.828720092773438,19.360000610351562,26.020000457763672,10.619999885559082,23.200000762939453,2.1700000762939453,4.710000038146973,1.190000057220459,6.480000019073486,3.5399999618530273,3.890000104904175,6.585000038146973,5.170000076293945,214.22000122070312,261.3999938964844,72.12999725341797,72.0,87.55999755859375,144.32000732421875,141.12640380859375,117.05000305175781,117.61000061035156,331.6700134277344,283.7300109863281,324.2200012207031,25.294424057006836,99.80000305175781,42.36000061035156,11.720000267028809,101.30000305175781,0.7300000190734863,14.470000267028809,495.20001220703125,200.05999755859375,255.00999450683594,54.58000183105469,21.739999771118164,12.010000228881836,24.543092727661133,27.229999542236328,23.719999313354492,21.599700927734375,21.200000762939453,25.09000015258789,0.6000000238418579,37.41521453857422,44.33000183105469,78.66999816894531,33.459999084472656,84.6500015258789,85.79000091552734,139.67999267578125,68.37999725341797,108.04000091552734,26.8799991607666,27.559999465942383,461.2900085449219,130.8800048828125,152.50999450683594,152.75,59.619998931884766,374.83966064453125,8.819999694824219,39.29999923706055,70.77999877929688,61.28641128540039,60.38996124267578,383.805908203125,19.43382453918457,375.7699890136719,172.10000610351562,26.809999465942383,84.30999755859375,74.88749694824219,226.24000549316406,108.4800033569336,223.8300018310547,128.4199981689453,33.41999816894531,205.66000366210938,112.75,149.6846466064453,71.27999877929688,142.8000030517578,106.04000091552734,52.439998626708984,60.77000045776367,230.7100067138672,174.53001403808594,32.099998474121094
117.51000213623047,30.649999618530273,50.0,3217.010009765625,17.020000457763672,15.834609031677246,210.05999755859375,308.54998779296875,25.969999313354492,106.8499984741211,128.49000549316406,227.4499969482422,50.25,124.94999694824219,143.89999389648438,197.6999969482422,493.07501220703125,110.16000366210938,51.375,74.52999877929688,25.834999084472656,14.904999732971191,671.0250244140625,104.31999969482422,964.2999877929688,214.0,32.6349983215332,20.719999313354492,421.94000244140625,110.37999725341797,8066.0,1380.199951171875,117.37000274658203,222.6672821044922,57.25,287.3999938964844,36.310001373291016,131.92999267578125,27.959999084472656,525.4199829101562,176.2899932861328,1555.9300537109375,1551.0799560546875,46.349998474121094,309.80999755859375,30.809999465942383,545.8200073242188,28.450000762939453,13.146636009216309,23.030000686645508,92.55999755859375,5.369999885559082,82.56999969482422,5.7512526512146,27.06999969482422,39.130001068115234,37.540000915527344,42.400001525878906,8.979999542236328,16.71922492980957,21.40999984741211,20.559999465942383,12.9399995803833,62.2599983215332,27.371421813964844,19.3700008392334,26.049999237060547,10.8100004196167,22.979999542236328,1.840000033378601,4.559999942779541,1.1299999952316284,6.260000228881836,3.0899999141693115,3.940000057220459,6.71999979019165,5.210000038146973,214.64999389648438,267.55999755859375,72.75,73.33999633789062,88.26000213623047,144.5500030517578,141.6932373046875,117.45999908447266,118.01000213623047,331.7200012207031,286.0400085449219,323.4100036621094,25.314125061035156,100.37000274658203,42.11000061035156,11.680000305175781,102.13999938964844,0.7300000190734863,14.430000305175781,494.5799865722656,201.9600067138672,255.97000122070312,53.43000030517578,21.969999313354492,12.119999885559082,24.76724624633789,27.030000686645508,24.139999389648438,21.799999237060547,21.420000076293945,25.0,0.5799999833106995,37.108375549316406,44.27000045776367,78.2699966430664,33.79499816894531,85.6500015258789,85.69000244140625,139.7100067138672,68.7300033569336,108.36000061035156,26.760000228881836,27.729999542236328,465.260009765625,131.30999755859375,150.66000366210938,149.3000030517578,59.75,377.5843811035156,8.710000038146973,39.20000076293945,71.25,61.94092559814453,61.034515380859375,383.457275390625,19.593610763549805,376.989990234375,174.8800048828125,26.989999771118164,84.25,75.24749755859375,230.38999938964844,109.1500015258789,227.02999877929688,128.3000030517578,33.70000076293945,206.77999877929688,113.06999969482422,149.754150390625,71.68000030517578,143.58999633789062,104.7300033569336,52.189998626708984,60.63999938964844,231.10000610351562,177.08999633789062,32.459999084472656
116.87000274658203,31.670000076293945,48.279998779296875,3184.93994140625,17.56999969482422,15.520858764648438,210.17999267578125,302.3999938964844,25.795000076293945,100.44999694824219,129.42999267578125,228.19000244140625,49.9900016784668,126.62999725341797,144.39999389648438,198.42999267578125,492.54998779296875,110.16000366210938,51.375,74.52999877929688,25.337499618530273,14.9350004196167,671.0250244140625,102.72000122070312,937.2999877929688,213.0,32.6349983215332,22.239999771118164,422.6400146484375,106.55999755859375,7920.0,1353.5999755859375,115.05999755859375,221.49203491210938,56.75,282.2799987792969,35.20000076293945,124.30000305175781,27.860000610351562,489.04998779296875,177.91000366210938,1593.31005859375,1585.989990234375,50.2400016784668,307.9700012207031,28.8700008392334,540.989990234375,36.5,13.056999206542969,20.440000534057617,95.0999984741211,5.360000133514404,82.62999725341797,5.663817882537842,27.3700008392334,38.93000030517578,37.150001525878906,42.13999938964844,9.119999885559082,16.641324996948242,21.40999984741211,20.010000228881836,12.789999961853027,62.11000061035156,26.62790298461914,19.219999313354492,26.56999969482422,10.630000114440918,22.760000228881836,1.600000023841858,4.849999904632568,1.090000033378601,6.449999809265137,3.0,3.640000104904175,6.550000190734863,5.199999809265137,214.8000030517578,278.7300109863281,72.88999938964844,72.52999877929688,87.63999938964844,143.92999267578125,142.45899963378906,117.76000213623047,117.44999694824219,333.4200134277344,284.510009765625,322.7900085449219,25.30427360534668,99.37000274658203,41.08000183105469,11.779999732971191,101.41999816894531,0.7300000190734863,14.5600004196167,495.9599914550781,213.07000732421875,254.22999572753906,53.5,21.90999984741211,11.960000038146973,24.67174530029297,26.809999465942383,24.049999237060547,21.780000686645508,21.385000228881836,24.898000717163086,0.5899999737739563,36.70254898071289,44.52000045776367,78.06999969482422,34.599998474121094,85.6500015258789,84.13999938964844,139.60000610351562,67.9000015258789,105.93000030517578,26.719999313354492,27.450000762939453,468.760009765625,133.13999938964844,148.3699951171875,150.2100067138672,59.66999816894531,377.0953369140625,8.789999961853027,39.060001373291016,70.8499984741211,61.068241119384766,60.280879974365234,381.50494384765625,19.304000854492188,372.04998779296875,172.72999572753906,27.639999389648438,82.88999938964844,74.41999816894531,233.10000610351562,109.2300033569336,226.5500030517578,128.5500030517578,33.15999984741211,199.47999572753906,112.41999816894531,145.08767700195312,70.87000274658203,141.30999755859375,104.0,51.56999969482422,60.029998779296875,228.97000122070312,174.5,33.290000915527344
115.75,32.0099983215332,49.47999954223633,3176.39990234375,18.0,15.7855863571167,211.61000061035156,306.95001220703125,25.975000381469727,104.8499984741211,130.02000427246094,229.14999389648438,50.68000030517578,127.55999755859375,143.5500030517578,197.99000549316406,494.0,110.16000366210938,51.375,74.52999877929688,25.412500381469727,14.78499984741211,671.0250244140625,104.27999877929688,948.4000244140625,210.6999969482422,32.6349983215332,22.719999313354492,425.7900085449219,108.76000213623047,7955.0,1333.199951171875,115.76000213623047,224.44009399414062,57.33000183105469,275.95001220703125,36.70000076293945,120.80000305175781,27.3799991607666,485.2300109863281,172.1699981689453,1615.3299560546875,1606.6600341796875,50.279998779296875,306.2799987792969,28.6200008392334,534.4400024414062,38.970001220703125,12.9399995803833,20.729999542236328,97.66000366210938,5.5,81.30999755859375,6.071846008300781,26.889999389648438,40.130001068115234,36.86000061035156,42.22999954223633,8.779999732971191,17.137935638427734,22.6200008392334,20.25,13.800000190734863,61.70000076293945,27.71839714050293,19.350000381469727,27.459999084472656,10.65999984741211,23.18000030517578,1.7599999904632568,4.849999904632568,1.059999942779541,6.829999923706055,3.119999885559082,3.7300000190734863,6.630000114440918,5.320000171661377,214.88999938964844,278.1199951171875,72.19999694824219,72.1500015258789,88.20999908447266,145.0800018310547,141.4499969482422,116.79000091552734,118.0,333.6000061035156,281.1600036621094,325.7300109863281,25.284574508666992,102.87999725341797,40.95000076293945,12.140000343322754,100.51000213623047,0.7300000190734863,14.899999618530273,483.6000061035156,203.92999267578125,249.6699981689453,53.900001525878906,21.920000076293945,12.140000343322754,24.641958236694336,26.90999984741211,24.8700008392334,21.899999618530273,21.43000030517578,24.91939926147461,0.6000000238418579,37.04898452758789,45.11000061035156,79.20999908447266,34.79999923706055,84.5999984741211,84.41000366210938,139.61000061035156,68.61000061035156,109.4800033569336,28.280000686645508,27.5,481.989990234375,133.4199981689453,147.63999938964844,145.35000610351562,59.689998626708984,375.029296875,8.960000038146973,38.81999969482422,70.87999725341797,61.05832290649414,60.241214752197266,374.0342102050781,19.030000686645508,373.3699951171875,172.99000549316406,28.3799991607666,84.30999755859375,75.56749725341797,228.13999938964844,111.83999633789062,233.97999572753906,128.3800048828125,34.86000061035156,187.13999938964844,111.63999938964844,147.1627655029297,73.4000015258789,141.64999389648438,102.76000213623047,51.959999084472656,60.7599983215332,227.97999572753906,171.25,32.65999984741211
