AAPL,AIG,AML.L,AMZN,BHC,BP,EUE.L,FB,HSBA.L,HDLV.L,IAG.L,NKE,MCD,KO,DIS,WMT,v,VHYL.L,UKDV.L,IUKP.L,PHGP.L,VEUR.L,EXS1.DE,VUSA.L,BRKB,VFEM.L,VWRL.L,VUKG.L,EXW1.DE,IITU.L,CNDX.L,CNX1.L,BARC.L,RDSA.L,TSCO.L,ISF.L,INRG.L,IGLN.L,NKLA,TSLA
112.27999877929688,27.06999969482422,50.0,3095.1298828125,15.300000190734863,17.860000610351562,33.28879928588867,254.82000732421875,283.3500061035156,24.302499771118164,94.63999938964844,124.2300033569336,218.17999267578125,48.720001220703125,124.0,137.27000427246094,197.25,47.779998779296875,9.660499572753906,472.5,14313.5,,112.23999786376953,48.96500015258789,,57.157501220703125,72.62999725341797,25.510000228881836,33.095001220703125,14.010000228881836,617.6300048828125,,91.55000305175781,1004.7999877929688,216.0,,,,19.459999084472656,407.3399963378906
112.27999877929688,27.06999969482422,50.0,3095.1298828125,15.300000190734863,17.860000610351562,33.28879928588867,254.82000732421875,283.3500061035156,24.302499771118164,94.63999938964844,124.2300033569336,218.17999267578125,48.720001220703125,124.0,137.27000427246094,197.25,47.779998779296875,9.660499572753906,472.5,14313.5,,112.23999786376953,48.96500015258789,,57.157501220703125,72.62999725341797,25.510000228881836,33.095001220703125,14.010000228881836,617.6300048828125,,91.55000305175781,1004.7999877929688,216.0,,,,19.459999084472656,407.3399963378906
112.27999877929688,27.06999969482422,50.0,3095.1298828125,15.300000190734863,17.860000610351562,33.28879928588867,254.82000732421875,283.3500061035156,24.302499771118164,94.63999938964844,124.2300033569336,218.17999267578125,48.720001220703125,124.0,137.27000427246094,197.25,47.779998779296875,9.660499572753906,472.5,14313.5,,112.23999786376953,48.96500015258789,,57.157501220703125,72.62999725341797,25.510000228881836,33.095001220703125,14.010000228881836,617.6300048828125,,91.55000305175781,1004.7999877929688,216.0,,,,19.459999084472656,407.3399963378906
114.95999908447266,27.6299991607666,53.400001525878906,3174.050048828125,15.270000457763672,18.18000030517578,33.28879928588867,256.82000732421875,308.54998779296875,25.239999771118164,94.4000015258789,124.31999969482422,220.25999450683594,49.279998779296875,125.98999786376953,137.25,200.32000732421875,48.95000076293945,9.904500007629395,490.5249938964844,14313.5,,112.23999786376953,48.96500015258789,,57.83250045776367,72.62999725341797,26.0575008392334,33.095001220703125,14.460000038146973,617.6300048828125,,98.0,1002.4000244140625,218.0,,,,19.299999237060547,421.20001220703125
114.08999633789062,27.290000915527344,51.900001525878906,3144.8798828125,14.880000114440918,17.670000076293945,32.59989929199219,261.7900085449219,298.5,24.899999618530273,91.0,126.3499984741211,218.67999267578125,48.91999816894531,125.4000015258789,137.13999938964844,199.44000244140625,45.19499969482422,9.779999732971191,4.75029993057251,13964.5,,109.26000213623047,49.212501525878906,,49.28499984741211,72.08000183105469,25.860000610351562,32.275001525878906,1130.25,639.760009765625,,97.25,983.7999877929688,215.0,,,,17.8799991607666,419.07000732421875
115.80999755859375,27.530000686645508,50.95000076293945,3148.72998046875,15.539999961853027,17.459999084472656,32.3911018371582,261.8999938964844,301.5,25.18000030517578,95.0199966430664,125.54000091552734,219.49000549316406,49.369998931884766,124.08000183105469,139.91000366210938,199.97000122070312,41.73500061035156,9.755999565124512,4.800099849700928,13946.0,,109.23999786376953,49.53120040893555,,50.06999969482422,72.30500030517578,25.737499237060547,32.25,1137.25,645.8499755859375,,97.61000061035156,963.9000244140625,212.5,,,,20.479999542236328,429.010009765625
116.79000091552734,27.719999313354492,50.0,3221.260009765625,15.890000343322754,16.829999923706055,32.40510177612305,266.6300048828125,304.6000061035156,25.104999542236328,93.81999969482422,126.63999938964844,219.58999633789062,49.18000030517578,123.30999755859375,143.0800018310547,203.35000610351562,44.8849983215332,9.832500457763672,4.865900039672852,14051.0,,108.31999969482422,49.720001220703125,,50.36000061035156,72.65499877929688,25.790000915527344,32.03499984741211,1145.75,650.1699829101562,,98.0,928.0,210.6999969482422,,,,24.110000610351562,448.1600036621094
113.0199966430664,28.219999313354492,50.349998474121094,3125.0,15.779999732971191,16.850000381469727,32.37310028076172,259.94000244140625,308.20001220703125,25.2549991607666,91.4800033569336,126.63999938964844,222.6699981689453,49.36000061035156,122.55000305175781,140.5,201.4600067138672,41.6349983215332,9.859999656677246,4.886600017547607,13988.0,,108.12000274658203,49.127498626708984,,49.654998779296875,72.09500122070312,25.834999084472656,32.02000045776367,1121.5,641.1699829101562,,97.70999908447266,933.0999755859375,210.0,,,,24.25,415.0899963378906
113.0199966430664,28.219999313354492,50.349998474121094,3125.0,15.779999732971191,16.850000381469727,32.37310028076172,259.94000244140625,308.20001220703125,25.2549991607666,91.4800033569336,126.63999938964844,222.6699981689453,49.36000061035156,122.55000305175781,140.5,201.4600067138672,41.6349983215332,9.859999656677246,4.886600017547607,13988.0,,108.12000274658203,49.127498626708984,,49.654998779296875,72.09500122070312,25.834999084472656,32.02000045776367,1121.5,641.1699829101562,,97.70999908447266,933.0999755859375,210.0,,,,24.25,415.0899963378906
113.0199966430664,28.219999313354492,50.349998474121094,3125.0,15.779999732971191,16.850000381469727,32.37310028076172,259.94000244140625,308.20001220703125,25.2549991607666,91.4800033569336,126.63999938964844,222.6699981689453,49.36000061035156,122.55000305175781,140.5,201.4600067138672,41.6349983215332,9.859999656677246,4.886600017547607,13988.0,,108.12000274658203,49.127498626708984,,49.654998779296875,72.09500122070312,25.834999084472656,32.02000045776367,1121.5,641.1699829101562,,97.70999908447266,933.0999755859375,210.0,,,,24.25,415.0899963378906
116.5,29.049999237060547,50.0,3199.199951171875,16.170000076293945,17.190000534057617,32.37310028076172,264.6499938964844,309.3500061035156,25.735000610351562,91.54000091552734,127.91000366210938,226.07000732421875,49.380001068115234,123.37000274658203,141.8000030517578,203.5399932861328,49.52000045776367,9.96399974822998,494.875,13988.0,,108.12000274658203,49.127498626708984,,59.09000015258789,72.09500122070312,26.104999542236328,32.02000045776367,14.625,641.1699829101562,,99.44999694824219,957.5999755859375,212.60000610351562,,,,23.780000686645508,425.67999267578125
113.16000366210938,28.979999542236328,51.95000076293945,3099.9599609375,15.3100004196167,16.93000030517578,32.37310028076172,258.6600036621094,314.29998779296875,25.66990089416504,98.0,127.6500015258789,224.08999633789062,48.939998626708984,120.93000030517578,140.6300048828125,200.4499969482422,49.36650085449219,9.96399974822998,494.875,13988.0,,108.12000274658203,49.127498626708984,,59.55759811401367,72.09500122070312,25.990999221801758,32.02000045776367,14.625,641.1699829101562,,104.18000030517578,982.7999877929688,214.0,,,,23.56999969482422,413.9800109863281
115.08000183105469,29.559999465942383,49.880001068115234,3195.68994140625,16.079999923706055,17.030000686645508,32.37310028076172,258.1199951171875,315.3999938964844,25.895000457763672,97.5,130.05999755859375,226.47999572753906,49.560001373291016,122.91000366210938,140.88999938964844,202.47000122070312,49.77000045776367,9.855500221252441,495.25,13988.0,,108.12000274658203,49.127498626708984,,60.04750061035156,72.09500122070312,26.11750030517578,32.02000045776367,14.720000267028809,641.1699829101562,,104.5,969.7000122070312,212.60000610351562,,,,25.719999313354492,425.29998779296875
114.97000122070312,30.260000228881836,50.75,3190.550048828125,18.040000915527344,17.489999771118164,3005.0,263.760009765625,314.1000061035156,26.309999465942383,107.5,129.7100067138672,225.8000030517578,50.459999084472656,123.08999633789062,141.36000061035156,202.97999572753906,38.790000915527344,9.891500473022461,497.54998779296875,13853.0,25.915000915527344,111.08000183105469,50.3125,215.14999389648438,46.625,73.66999816894531,26.267499923706055,32.70500183105469,1145.0,649.9149780273438,50272.5,107.0999984741211,995.5999755859375,215.6999969482422,588.0,949.5,36.89250183105469,25.0,425.9200134277344
