Adj Close,Open,Change,RSI,Ticker,Suggestion
134.87,,nan%,71.34,AAPL,-
138.63,139.5,-0.62%,56.16,MKS.L,-
3322.0,,nan%,72.39,AMZN,-
262.3,262.25,0.02%,47.43,BP.L,-
