Adj Close,Open,Change,RSI,Ticker,Suggestion
132.69,,nan%,62.9,AAPL,-
136.3,,nan%,51.67,MKS.L,-
3256.93,,nan%,58.68,AMZN,-
254.8,,nan%,38.91,BP.L,-
